company_number,ticker,fiscal_year,value,currency,source_url
02670969,GAW.L,2025,617500000.0,GBP,https://finance.yahoo.com/quote/GAW.L/financials
02670969,GAW.L,2026,659700000.0,GBP,https://finance.yahoo.com/quote/GAW.L/financials
00617987,HSBA.L,2022,53719000000.0,USD,https://finance.yahoo.com/quote/HSBA.L/financials
00617987,HSBA.L,2023,64528000000.0,USD,https://finance.yahoo.com/quote/HSBA.L/financials
00617987,HSBA.L,2024,67396000000.0,USD,https://finance.yahoo.com/quote/HSBA.L/financials
00617987,HSBA.L,2025,71020000000.0,USD,https://finance.yahoo.com/quote/HSBA.L/financials
13691224,HLN.L,2022,10858000000.0,GBP,https://finance.yahoo.com/quote/HLN.L/financials
13691224,HLN.L,2023,11302000000.0,GBP,https://finance.yahoo.com/quote/HLN.L/financials
13691224,HLN.L,2024,11233000000.0,GBP,https://finance.yahoo.com/quote/HLN.L/financials
13691224,HLN.L,2025,11030000000.0,GBP,https://finance.yahoo.com/quote/HLN.L/financials
02837811,HSX.L,2022,2849700000.0,USD,https://finance.yahoo.com/quote/HSX.L/financials
02837811,HSX.L,2023,3580200000.0,USD,https://finance.yahoo.com/quote/HSX.L/financials
02837811,HSX.L,2024,3675600000.0,USD,https://finance.yahoo.com/quote/HSX.L/financials
02837811,HSX.L,2025,3950900000.0,USD,https://finance.yahoo.com/quote/HSX.L/financials
04677092,IGG.L,2022,982000000.0,GBP,https://finance.yahoo.com/quote/IGG.L/financials
04677092,IGG.L,2023,949700000.0,GBP,https://finance.yahoo.com/quote/IGG.L/financials
04677092,IGG.L,2024,852400000.0,GBP,https://finance.yahoo.com/quote/IGG.L/financials
04677092,IGG.L,2025,949100000.0,GBP,https://finance.yahoo.com/quote/IGG.L/financials
00714275,IMI.L,2022,2049000000.0,GBP,https://finance.yahoo.com/quote/IMI.L/financials
00714275,IMI.L,2023,2196000000.0,GBP,https://finance.yahoo.com/quote/IMI.L/financials
00714275,IMI.L,2024,2210000000.0,GBP,https://finance.yahoo.com/quote/IMI.L/financials
00714275,IMI.L,2025,2304000000.0,GBP,https://finance.yahoo.com/quote/IMI.L/financials
00511276,IMB.L,2022,32551000000.0,GBP,https://finance.yahoo.com/quote/IMB.L/financials
00511276,IMB.L,2023,32475000000.0,GBP,https://finance.yahoo.com/quote/IMB.L/financials
00511276,IMB.L,2024,32411000000.0,GBP,https://finance.yahoo.com/quote/IMB.L/financials
00511276,IMB.L,2025,32171000000.0,GBP,https://finance.yahoo.com/quote/IMB.L/financials
08860726,INF.L,2022,2262400000.0,GBP,https://finance.yahoo.com/quote/INF.L/financials
08860726,INF.L,2023,3189600000.0,GBP,https://finance.yahoo.com/quote/INF.L/financials
08860726,INF.L,2024,3553100000.0,GBP,https://finance.yahoo.com/quote/INF.L/financials
08860726,INF.L,2025,4041400000.0,GBP,https://finance.yahoo.com/quote/INF.L/financials
04267576,ITRK.L,2022,3192900000.0,GBP,https://finance.yahoo.com/quote/ITRK.L/financials
04267576,ITRK.L,2023,3328700000.0,GBP,https://finance.yahoo.com/quote/ITRK.L/financials
04267576,ITRK.L,2024,3393200000.0,GBP,https://finance.yahoo.com/quote/ITRK.L/financials
04267576,ITRK.L,2025,3431600000.0,GBP,https://finance.yahoo.com/quote/ITRK.L/financials
03633621,INVP.L,2023,1881609000.0,GBP,https://finance.yahoo.com/quote/INVP.L/financials
03633621,INVP.L,2024,1990462000.0,GBP,https://finance.yahoo.com/quote/INVP.L/financials
03633621,INVP.L,2025,2114727000.0,GBP,https://finance.yahoo.com/quote/INVP.L/financials
03633621,INVP.L,2026,2190510000.0,GBP,https://finance.yahoo.com/quote/INVP.L/financials
01888425,JD.L,2023,10125000000.0,GBP,https://finance.yahoo.com/quote/JD.L/financials
01888425,JD.L,2024,10542000000.0,GBP,https://finance.yahoo.com/quote/JD.L/financials
01888425,JD.L,2025,11458000000.0,GBP,https://finance.yahoo.com/quote/JD.L/financials
01888425,JD.L,2026,12662000000.0,GBP,https://finance.yahoo.com/quote/JD.L/financials
01664812,KGF.L,2023,13059000000.0,GBP,https://finance.yahoo.com/quote/KGF.L/financials
01664812,KGF.L,2024,12980000000.0,GBP,https://finance.yahoo.com/quote/KGF.L/financials
01664812,KGF.L,2025,12784000000.0,GBP,https://finance.yahoo.com/quote/KGF.L/financials
01664812,KGF.L,2026,12945000000.0,GBP,https://finance.yahoo.com/quote/KGF.L/financials
10917019,BGEO.L,2022,2028446000.0,GEL,https://finance.yahoo.com/quote/BGEO.L/financials
10917019,BGEO.L,2023,2547549000.0,GEL,https://finance.yahoo.com/quote/BGEO.L/financials
10917019,BGEO.L,2024,3596515000.0,GEL,https://finance.yahoo.com/quote/BGEO.L/financials
10917019,BGEO.L,2025,4344275000.0,GEL,https://finance.yahoo.com/quote/BGEO.L/financials
05369106,LSEG.L,2022,7743000000.0,GBP,https://finance.yahoo.com/quote/LSEG.L/financials
05369106,LSEG.L,2023,8379000000.0,GBP,https://finance.yahoo.com/quote/LSEG.L/financials
05369106,LSEG.L,2024,8858000000.0,GBP,https://finance.yahoo.com/quote/LSEG.L/financials
05369106,LSEG.L,2025,9346000000.0,GBP,https://finance.yahoo.com/quote/LSEG.L/financials
07124797,LMP.L,2023,146700000.0,GBP,https://finance.yahoo.com/quote/LMP.L/financials
07124797,LMP.L,2024,178100000.0,GBP,https://finance.yahoo.com/quote/LMP.L/financials
07124797,LMP.L,2025,396700000.0,GBP,https://finance.yahoo.com/quote/LMP.L/financials
07124797,LMP.L,2026,464600000.0,GBP,https://finance.yahoo.com/quote/LMP.L/financials
04256886,MKS.L,2023,11931300000.0,GBP,https://finance.yahoo.com/quote/MKS.L/financials
